ID,Type,Product Code,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Meta: _last_editor_used_jetpack,Meta: _wp_page_template,Meta: pageview,Meta: _pos_visibility,Meta: making_charges,Meta: _making_charges,Meta: making_charges_discount,Meta: _making_charges_discount
,simple,GOM_BBS_1M-1000-11,Classical Beauty Ottiyanam,1,0,visible,"Add a touch of timeless elegance to your traditional look with this stunning Classical Beauty Ottiyanam, featuring intricate detailing and a classic design.",A classical beauty Ottiyanam is a traditional South Indian waist belt that exudes timeless elegance and adds a touch of grace to any outfit.,,,taxable,,1,100,,0,0,131.95,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-11.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-11.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-11.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,9.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-12,Heavenly Adornments Ottiyanam,1,0,visible,"Adorn yourself with this exquisite Heavenly Adornments set, featuring intricate detailing and a divine design.","Add a touch of divine elegance to your traditional look with this stunning Heavenly Adornments set, featuring intricate detailing and a divine design.",,,taxable,,1,100,,0,0,251.43,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-12.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-12.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-12.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,9.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-13,Divine Aura Ottiyanam,1,0,visible,"Embrace the divine with this exquisite Divine Aura set, featuring intricate carvings and a regal design.","Meta Description: Add a touch of divine elegance to your traditional attire with our exquisite Divine Aura Ottiyanam, featuring intricate detailing and a stunning design that will leave you mesmerized.",,,taxable,,1,100,,0,0,208.16,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-13.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-13.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-13.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,9.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-14,Trendy Chic Ottiyanam,1,0,visible,"Stay on trend with this stunning Trendy Chic set, featuring a contemporary design and exquisite detailing.","Add a touch of contemporary elegance to your traditional look with this stunning Trendy Chic set, featuring exquisite detailing and a contemporary design. ",,,taxable,,1,100,,0,0,194.2,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-14.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-14.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-14.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,9.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-15,Classic Attraction Ottiyanam,1,0,visible,"Add a touch of classic beauty with this stunning Classic Attraction set, featuring intricate detailing and a timeless design.","This Classic Attraction Ottiyanam exudes timeless elegance with its intricate design and flawless craftsmanship, making it a perfect accessory for any traditional occasion. Add a touch of vintage charm to your attire with this captivating piece of jewelry.",,,taxable,,1,100,,0,0,213.51,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-15.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-15.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-15.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,9.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-16,Vintage Charm Ottiyanam,1,0,visible,"Embrace vintage elegance with this stunning Vintage Charm set, featuring intricate detailing and a classic design.","Add a touch of elegance to your traditional Indian attire with the Vintage Charm Ottiyanam, featuring a timeless design that exudes old-world charm and sophistication, making it a must-have accessory for any special occasion.",,,taxable,,1,100,,0,0,233.88,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-16.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-16.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-16.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,9.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-17,Charming Poise Ottiyanam,1,0,visible,"Add a touch of charming elegance with this stunning Charming Poise set, featuring intricate detailing and a timeless design.","Adorn yourself with the Charming Poise Ottiyanam, a beautiful piece of jewelry that exudes sophistication and grace with its intricate design and delicate detailing, making it the perfect accessory to complement any traditional Indian outfit.",,,taxable,,1,100,,0,0,145.5,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-17.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-17.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-17.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,9.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-18,Peacock Feather Charm Ottiyanam,1,0,visible,"Add a touch of exotic beauty with this stunning Peacock Feather Charm, featuring intricate detailing and a unique design inspired by the beauty of the peacock.","Elevate your traditional look with this stunning Peacock Feather Charm, featuring intricate detailing and a unique design inspired by the beauty of the peacock. ",,,taxable,,1,100,,0,0,214.14,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-18.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-18.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-18.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,9.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-19,Spiritual Bliss Ottiyanam,1,0,visible,"Embrace the divine with this exquisite Spiritual Bliss set, featuring intricate carvings and a regal design.","Add a touch of divine elegance to your traditional look with this stunning Spiritual Bliss set, featuring intricate carvings and a regal design. ",,,taxable,,1,100,,0,0,177.5,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-19.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-19.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-19.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,9.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-20,Antique Treasures Ottiyanam,1,0,visible,"Add a touch of vintage elegance with this stunning Antique Treasures set, featuring intricate detailing and a classic design.","Discover the antique treasures of the Ottiyanam, featuring an intricately designed piece of jewelry that embodies the beauty and elegance of traditional Indian craftsmanship, with its vintage-inspired look and exquisite detailing that makes it a perfect accessory for any formal occasion.",,,taxable,,1,100,,0,0,176.64,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-20.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-20.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-20.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.70%,1,1,Discount,8.30%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-21,Perpetual Charm Ottiyanam,1,0,visible,"Add a touch of timeless elegance with this stunning Perpetual Charm set, featuring intricate detailing and a classic design.","Enhance your traditional look with the perpetual charm of the Ottiyanam, featuring a classic design with intricate gold work and a timeless appeal that exudes elegance and sophistication, making it the perfect accessory to complete any ethnic ensemble.",,,taxable,,1,100,,0,0,198.63,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-21.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-21.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-21.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-22,Captivating Glamour Ottiyanam,1,0,visible,"Make a statement with this enchanting Captivating Glamour set, featuring intricate detailing and a bold design.","Exude captivating glamour with the Ottiyanam, featuring a stunning design with intricate gold detailing and shimmering stones that add a touch of sparkle and sophistication to your ethnic attire, making it the perfect accessory for any special occasion.",,,taxable,,1,100,,0,0,246.0,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-22.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-22.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-22.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-23,Kamala Lakshmi Ottiyanam,1,0,visible,"Embrace the blessings of Lakshmi with this exquisite Kamala Lakshmi Waistband, featuring intricate carvings and a divine design.","Add a touch of divine elegance to your traditional look with this stunning Kamala Lakshmi Waistband, featuring intricate carvings and a divine design. ",,,taxable,,1,100,,0,0,160.33,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-23.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-23.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-23.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-24,Artistic Finesse Ottiyanam,1,0,visible,"Add a touch of artistic elegance with this stunning Artistic Finesse set, featuring intricate detailing and a unique design.","Elevate your traditional look with this stunning Artistic Finesse set, featuring intricate detailing and a unique design. ",,,taxable,,1,100,,0,0,168.8,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-24.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-24.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-24.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-25,Ageless Sophistication Ottiyanam,1,0,visible,"Add a touch of ageless sophistication with this stunning Ageless Sophistication set, featuring intricate detailing and a timeless design.","Add a touch of ageless sophistication to your ethnic look with the Ottiyanam, featuring a timeless design with intricate gold detailing and a classic look that exudes elegance and charm, making it the perfect accessory for any special occasion.",,,taxable,,1,100,,0,0,197.0,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-25.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-25.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-25.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-26,Enthralling Allure Ottiyanam,1,0,visible,This antique waistband exudes an irresistible charm that will leave you mesmerized.,"Experience the enthralling allure of the Ottiyanam, featuring a stunning design with intricate gold detailing and shimmering stones that exudes sophistication and glamour, making it the perfect accessory to elevate your ethnic attire for any special occasion.",,,taxable,,1,100,,0,0,196.95,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-26.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-26.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-26.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
,simple,GOM_BBS_1M-1000-27,Enchanting Antique Ottiyanam,1,0,visible,This captivating waistband showcases the intricate craftsmanship of traditional Indian jewelry.,"Experience the enchanting beauty of antique Indian jewelry with the Antique Ottiyanam, featuring intricate gold detailing and a stunning design that exudes sophistication and elegance, making it the perfect addition to your traditional Indian jewelry collection.",,,taxable,,1,100,,0,0,249.85,,,,1,,,,"All, All > Gold > Ottiyanam, All > Gold, Hot products, Hot products > New products",22kt,,"https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_1M-27.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_2M-27.webp,https://thiaworld.com/wp-content/uploads/2023/09/TW_GOM_BBS_3M-27.webp",,,,,,,,,0,Gold,22KT Gold,1,1,Value Added,23.90%,1,1,Discount,9.20%,1,1,GST,3%,1,1,,default,,,12,field_64388362b0faf,,field_643882cfb0fac
